session_num,file_key,team_id,session_id,participant_id,condition,run_order,timestamp,event_name,seconds_from_start,minutes_from_start,messages_before,actor_messages_before,sequence_index,participant_seq_index,ai_enabled,panel_visible,panel_source,panel_edit_mode,context_content,draft_source_type,draft_source_id,draft_source_label
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:15:03.217Z,draft_context_promoted,505,8.4,24,14,18,16,,,,,,message,219dd654-da98-458d-95f5-32229233af7f,Study Participant 02
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:18:54.621Z,draft_context_promoted,737,12.3,28,15,19,17,,,,,,message,e69763af-55f0-46d2-bc80-b15f44202059,AI Reply
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:19:02.509Z,draft_context_promoted,745,12.4,28,15,20,18,,,,,,message,e69763af-55f0-46d2-bc80-b15f44202059,AI Reply
3,3/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774510353943-xxpeb11f,study-user-01,AI_ON,AB,2026-03-26T08:20:26.894Z,draft_context_promoted,829,13.8,29,16,21,19,,,,,,message,e69763af-55f0-46d2-bc80-b15f44202059,AI Reply
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-02,AI_LIGHT,BA,2026-03-26T08:24:05.138Z,task_context_panel_toggled,70,1.2,4,1,1,1,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:23.958Z,task_context_panel_toggled,89,1.5,6,4,2,1,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:23.958Z,task_context_panel_toggled,89,1.5,6,4,3,2,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:23.958Z,task_context_panel_toggled,89,1.5,6,4,4,3,,False,popover-close,,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-02,AI_LIGHT,BA,2026-03-26T08:24:29.604Z,task_context_saved,95,1.6,6,2,5,2,,,,,Graduation Trip,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-02,AI_LIGHT,BA,2026-03-26T08:24:29.604Z,task_context_panel_toggled,95,1.6,6,2,6,3,,False,popover-close,,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:33.314Z,task_context_panel_toggled,98,1.6,6,4,7,4,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:33.314Z,task_context_panel_toggled,98,1.6,6,4,8,5,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:33.314Z,task_context_panel_toggled,98,1.6,6,4,9,6,,False,popover-close,,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:24:52.605Z,task_context_panel_toggled,118,2.0,10,6,10,7,,True,header-edit-button,True,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:25:41.489Z,task_context_saved,166,2.8,12,6,11,8,,,,,"Graduation Trip 
Duration : 3 to 5 days
Budget : Flexible ($500-$1500 per person)
4 person trip
Flying out of Singapore
",,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:25:41.489Z,task_context_panel_toggled,166,2.8,12,6,12,9,,False,popover-close,,,,,
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:26:09.836Z,draft_context_promoted,195,3.2,16,8,13,10,,,,,,message,6cb1f7b2-c23a-4383-8d04-09de0ae2d652,AI Reply
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:29:44.056Z,draft_context_promoted,409,6.8,33,14,14,11,,,,,,message,0bc40ef9-554e-4b1d-bb62-31f5ec2fdc1a,AI Reply
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:29:59.058Z,draft_context_promoted,424,7.1,34,14,15,12,,,,,,message,8f0a72c1-3d09-4de0-b162-4345cf5df123,AI Reply
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:30:10.122Z,draft_context_promoted,435,7.2,34,14,16,13,,,,,,message,8f0a72c1-3d09-4de0-b162-4345cf5df123,AI Reply
3,3/5 ai light/session-study-team-05-timeline.json,study-team-05,session-1774510800830-3fyb8bt0,study-user-01,AI_LIGHT,BA,2026-03-26T08:31:28.647Z,draft_context_promoted,514,8.6,37,16,17,14,,,,,,message,7c7300d6-2f2f-4808-919d-718c0af1752d,Alice
4,4/1 val/session-study-team-01-timeline.json,study-team-01,19db981e-6dcf-41ec-9603-ac582a3bb767,study-user-01,AI_ON,AB,2026-03-29T08:13:52.888Z,draft_context_promoted,1228,20.5,10,10,1,1,,,,,,insight,a4d77fc5-cc4e-4e14-9f33-c30702dae0e2,Research the impact of new infrastructure on cultural heritage in Singapore
4,4/1 val/session-study-team-01-timeline.json,study-team-01,19db981e-6dcf-41ec-9603-ac582a3bb767,study-user-01,AI_ON,AB,2026-03-29T08:18:11.173Z,draft_context_promoted,1486,24.8,11,11,2,2,,,,,,insight,a4d77fc5-cc4e-4e14-9f33-c30702dae0e2,Research the impact of new infrastructure on cultural heritage in Singapore
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:54:32.352Z,task_context_panel_toggled,86,1.4,1,1,1,1,,True,header-edit-button,True,,,,
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:55:01.828Z,task_context_panel_toggled,115,1.9,1,1,2,2,,False,popover-close,,,,,
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:55:30.396Z,task_context_panel_toggled,144,2.4,1,1,3,3,,True,header-edit-button,True,,,,
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:55:58.100Z,task_context_saved,172,2.9,1,1,4,4,,,,,i want to create an AI agent that will help me track market news and return me on a weekly basis.,,,
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:55:58.100Z,task_context_panel_toggled,172,2.9,1,1,5,5,,False,popover-close,,,,,
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T07:56:47.803Z,draft_context_promoted,221,3.7,2,2,6,6,,,,,,insight,ee015144-2713-448a-af42-f605c05dcac9,*Develop a Weekly News Aggregation Plan**
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:02:34.006Z,task_context_panel_toggled,567,9.4,3,3,7,7,,True,header-edit-button,True,,,,
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:02:55.420Z,task_context_saved,589,9.8,3,3,8,8,,,,,im working on a university research paper. exploring the theme of cultural identity.,,,
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:02:55.420Z,task_context_saved,589,9.8,3,3,9,9,,,,,im working on a university research paper. exploring the theme of cultural identity.,,,
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:02:59.713Z,task_context_panel_toggled,593,9.9,3,3,10,10,,False,popover-close,,,,,
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:04:45.072Z,draft_context_promoted,699,11.7,4,4,11,11,,,,,,insight,a6e0ca65-e5d1-49ce-b5d2-5fb318386733,*Outline the Research Paper Structure**: Start with a clear introduction that defines cultural...
4,4/2 jen/session-study-team-02-timeline.json,study-team-02,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:14:13.868Z,draft_context_promoted,1267,21.1,10,10,12,12,,,,,,insight,0749ba94-9e07-473c-8143-b527c3591330,Define specific focus areas for your research paper on cultural identity
4,4/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:27:49.117Z,task_context_panel_toggled,296,4.9,13,9,1,1,,True,header-edit-button,True,,,,
4,4/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:28:25.237Z,task_context_saved,332,5.5,13,9,2,2,,,,,"we are looking for a place to stay in singapore, ideally a 3-room residence for  4 pax, within a budget of 4,000 SGD.",,,
4,4/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:28:25.237Z,task_context_panel_toggled,332,5.5,13,9,3,3,,False,popover-close,,,,,
4,4/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:30:56.184Z,team_ai_toggle_changed,483,8.1,16,11,4,4,False,,,,,,,
4,4/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:31:05.197Z,team_ai_toggle_changed,492,8.2,16,11,5,5,True,,,,,,,
4,4/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:31:14.003Z,team_ai_toggle_changed,500,8.3,16,11,6,6,False,,,,,,,
4,4/4 ai on/session-study-team-04-timeline.json,study-team-04,session-1774769913841-p49unok0,study-user-02,AI_ON,AB,2026-03-29T08:31:14.003Z,team_ai_toggle_changed,500,8.3,16,11,7,7,True,,,,,,,
4,4/5 ai light/session-study-team-05-timeline.json,study-team-05,19db981e-6dcf-41ec-9603-ac582a3bb767,study-user-01,AI_LIGHT,BA,2026-03-29T08:45:56.081Z,task_context_panel_toggled,35,0.6,0,0,1,1,,True,header-edit-button,True,,,,
4,4/5 ai light/session-study-team-05-timeline.json,study-team-05,19db981e-6dcf-41ec-9603-ac582a3bb767,study-user-01,AI_LIGHT,BA,2026-03-29T08:45:56.081Z,task_context_panel_toggled,35,0.6,0,0,2,2,,False,popover-close,,,,,
4,4/5 ai light/session-study-team-05-timeline.json,study-team-05,19db981e-6dcf-41ec-9603-ac582a3bb767,study-user-01,AI_LIGHT,BA,2026-03-29T08:47:01.846Z,task_context_panel_toggled,101,1.7,0,0,3,3,,True,header-edit-button,True,,,,
4,4/5 ai light/session-study-team-05-timeline.json,study-team-05,19db981e-6dcf-41ec-9603-ac582a3bb767,study-user-01,AI_LIGHT,BA,2026-03-29T08:47:16.977Z,task_context_panel_toggled,116,1.9,0,0,4,4,,False,popover-close,,,,,
